total_result,block_size,color_channel,bin_width,coefficients
0.3962,14,ChannelYUV.V,0.1,[(0|0)(1|11)]
0.1477,14,ChannelYUV.Y,0.1,[(0|0)(4|4)(0|4)(0|7)]
0.5197,14,ChannelYUV.U,0.1,[(0|0)(4|4)(0|4)(0|7)]
0.5139,14,ChannelYUV.V,0.1,[(0|0)(4|4)(0|4)(0|7)]
0.1491,14,ChannelYUV.Y,0.1,[(0|0)(6|4)]
0.3158,14,ChannelYUV.U,0.1,[(0|0)(6|4)]
0.3355,14,ChannelYUV.V,0.1,[(0|0)(6|4)]
0.5789,6,ChannelYUV.U,0.1,[(0|1)(0|3)(1|0)(1|1)(1|2)(2|4)(3|5)]
0.6038,6,ChannelYUV.V,0.1,[(0|1)(0|3)(1|0)(1|1)(1|2)(2|4)(3|5)]
0.5117,6,ChannelYUV.U,0.1,[(0|2)]
0.5066,6,ChannelYUV.V,0.1,[(0|2)]
0.5322,6,ChannelYUV.U,0.1,[(3|5)]
0.5037,6,ChannelYUV.V,0.1,[(3|5)]
0.6250,6,ChannelYUV.U,0.1,[(5|2)(0|1)(5|3)(1|0)(1|2)(1|4)(2|0)(2|4)(5|0)(5|1)]
0.6308,6,ChannelYUV.V,0.1,[(5|2)(0|1)(5|3)(1|0)(1|2)(1|4)(2|0)(2|4)(5|0)(5|1)]
0.6827,6,ChannelYUV.U,0.1,[(5|5)(5|0)]
0.6637,6,ChannelYUV.V,0.1,[(5|5)(5|0)]
0.5987,6,ChannelYUV.U,0.1,[(5|3)(1|0)]
0.6199,6,ChannelYUV.V,0.1,[(5|3)(1|0)]
0.6177,6,ChannelYUV.U,0.1,[(0|3)(0|5)(2|1)(2|4)(3|0)(3|2)(3|5)(5|0)(5|1)]
0.6177,6,ChannelYUV.V,0.1,[(0|3)(0|5)(2|1)(2|4)(3|0)(3|2)(3|5)(5|0)(5|1)]
0.6564,6,ChannelYUV.U,0.1,[(5|3)(0|2)(0|1)(0|5)(1|4)(1|5)(3|4)(4|1)(5|1)]
0.6433,6,ChannelYUV.V,0.1,[(5|3)(0|2)(0|1)(0|5)(1|4)(1|5)(3|4)(4|1)(5|1)]
0.6550,6,ChannelYUV.U,0.1,[(0|5)]
0.6550,6,ChannelYUV.V,0.1,[(0|5)]
0.6170,6,ChannelYUV.U,0.1,[(5|2)(0|2)(5|4)(0|5)(1|2)(1|4)(1|5)(2|2)(3|5)]
0.6323,6,ChannelYUV.V,0.1,[(5|2)(0|2)(5|4)(0|5)(1|2)(1|4)(1|5)(2|2)(3|5)]
0.6031,6,ChannelYUV.U,0.1,[(4|3)(3|0)(0|3)(5|0)]
0.5760,6,ChannelYUV.V,0.1,[(4|3)(3|0)(0|3)(5|0)]
0.5665,6,ChannelYUV.U,0.1,[(3|0)(1|4)(3|2)]
0.5702,6,ChannelYUV.V,0.1,[(3|0)(1|4)(3|2)]
0.6440,8,ChannelYUV.U,0.1,[(0|1)(0|6)(4|6)(1|0)(6|4)(7|3)(7|5)]
0.6447,8,ChannelYUV.V,0.1,[(0|1)(0|6)(4|6)(1|0)(6|4)(7|3)(7|5)]
0.4671,8,ChannelYUV.U,0.1,[(5|3)]
0.4306,8,ChannelYUV.V,0.1,[(5|3)]
0.6754,8,ChannelYUV.U,0.1,[(6|2)(0|7)]
0.6608,8,ChannelYUV.V,0.1,[(6|2)(0|7)]
0.5738,8,ChannelYUV.U,0.1,[(2|0)(0|2)(6|3)(2|7)]
0.5855,8,ChannelYUV.V,0.1,[(2|0)(0|2)(6|3)(2|7)]
0.6886,8,ChannelYUV.U,0.1,[(0|1)(0|6)(5|0)(1|0)(1|2)(1|4)(5|6)(6|7)(3|6)(3|7)]
0.6696,8,ChannelYUV.V,0.1,[(0|1)(0|6)(5|0)(1|0)(1|2)(1|4)(5|6)(6|7)(3|6)(3|7)]
0.6798,8,ChannelYUV.U,0.1,[(4|0)(4|3)(0|5)(5|3)(2|0)(3|6)(7|1)(7|3)(7|6)]
0.6586,8,ChannelYUV.V,0.1,[(4|0)(4|3)(0|5)(5|3)(2|0)(3|6)(7|1)(7|3)(7|6)]
0.5139,8,ChannelYUV.U,0.1,[(5|4)(4|7)]
0.5015,8,ChannelYUV.V,0.1,[(5|4)(4|7)]
0.5431,8,ChannelYUV.U,0.1,[(4|1)(4|6)]
0.5344,8,ChannelYUV.V,0.1,[(4|1)(4|6)]
0.5556,8,ChannelYUV.U,0.1,[(2|2)]
0.6221,8,ChannelYUV.V,0.1,[(2|2)]
0.6813,8,ChannelYUV.U,0.1,[(0|5)(5|2)(2|0)(2|2)(2|4)(2|7)(6|7)(3|7)]
0.6754,8,ChannelYUV.V,0.1,[(0|5)(5|2)(2|0)(2|2)(2|4)(2|7)(6|7)(3|7)]
0.6411,8,ChannelYUV.U,0.1,[(4|2)(5|3)(7|1)(3|6)]
0.6213,8,ChannelYUV.V,0.1,[(4|2)(5|3)(7|1)(3|6)]
0.4920,8,ChannelYUV.U,0.1,[(7|5)]
0.4854,8,ChannelYUV.V,0.1,[(7|5)]
