total_result,block_size,color_channel,bin_width,coefficients
0.6871,6,ChannelYUV.U,0.1,[(0|1)(0|3)(1|0)(1|1)(1|2)(2|4)(3|5)]
0.6696,6,ChannelYUV.V,0.1,[(0|1)(0|3)(1|0)(1|1)(1|2)(2|4)(3|5)]
0.5819,6,ChannelYUV.U,0.1,[(0|2)]
0.5914,6,ChannelYUV.V,0.1,[(0|2)]
0.6162,6,ChannelYUV.U,0.1,[(3|5)]
0.6075,6,ChannelYUV.V,0.1,[(3|5)]
0.7215,6,ChannelYUV.U,0.1,[(5|2)(0|1)(5|3)(1|0)(1|2)(1|4)(2|0)(2|4)(5|0)(5|1)]
0.6762,6,ChannelYUV.V,0.1,[(5|2)(0|1)(5|3)(1|0)(1|2)(1|4)(2|0)(2|4)(5|0)(5|1)]
0.7829,6,ChannelYUV.U,0.1,[(5|5)(5|0)]
0.7420,6,ChannelYUV.V,0.1,[(5|5)(5|0)]
0.7266,6,ChannelYUV.U,0.1,[(5|3)(1|0)]
0.7083,6,ChannelYUV.V,0.1,[(5|3)(1|0)]
0.7076,6,ChannelYUV.U,0.1,[(0|3)(0|5)(2|1)(2|4)(3|0)(3|2)(3|5)(5|0)(5|1)]
0.6901,6,ChannelYUV.V,0.1,[(0|3)(0|5)(2|1)(2|4)(3|0)(3|2)(3|5)(5|0)(5|1)]
0.7354,6,ChannelYUV.U,0.1,[(5|3)(0|2)(0|1)(0|5)(1|4)(1|5)(3|4)(4|1)(5|1)]
0.7039,6,ChannelYUV.V,0.1,[(5|3)(0|2)(0|1)(0|5)(1|4)(1|5)(3|4)(4|1)(5|1)]
0.7792,6,ChannelYUV.U,0.1,[(0|5)]
0.7259,6,ChannelYUV.V,0.1,[(0|5)]
0.7135,6,ChannelYUV.U,0.1,[(5|2)(0|2)(5|4)(0|5)(1|2)(1|4)(1|5)(2|2)(3|5)]
0.6974,6,ChannelYUV.V,0.1,[(5|2)(0|2)(5|4)(0|5)(1|2)(1|4)(1|5)(2|2)(3|5)]
0.6886,6,ChannelYUV.U,0.1,[(4|3)(3|0)(0|3)(5|0)]
0.6711,6,ChannelYUV.V,0.1,[(4|3)(3|0)(0|3)(5|0)]
0.6659,6,ChannelYUV.U,0.1,[(3|0)(1|4)(3|2)]
0.6404,6,ChannelYUV.V,0.1,[(3|0)(1|4)(3|2)]
0.7237,8,ChannelYUV.U,0.1,[(0|1)(0|6)(4|6)(1|0)(6|4)(7|3)(7|5)]
0.7208,8,ChannelYUV.V,0.1,[(0|1)(0|6)(4|6)(1|0)(6|4)(7|3)(7|5)]
0.5110,8,ChannelYUV.U,0.1,[(5|3)]
0.5022,8,ChannelYUV.V,0.1,[(5|3)]
0.7814,8,ChannelYUV.U,0.1,[(6|2)(0|7)]
0.7376,8,ChannelYUV.V,0.1,[(6|2)(0|7)]
0.6798,8,ChannelYUV.U,0.1,[(2|0)(0|2)(6|3)(2|7)]
0.6550,8,ChannelYUV.V,0.1,[(2|0)(0|2)(6|3)(2|7)]
0.7588,8,ChannelYUV.U,0.1,[(0|1)(0|6)(5|0)(1|0)(1|2)(1|4)(5|6)(6|7)(3|6)(3|7)]
0.7734,8,ChannelYUV.V,0.1,[(0|1)(0|6)(5|0)(1|0)(1|2)(1|4)(5|6)(6|7)(3|6)(3|7)]
0.7639,8,ChannelYUV.U,0.1,[(4|0)(4|3)(0|5)(5|3)(2|0)(3|6)(7|1)(7|3)(7|6)]
0.7485,8,ChannelYUV.V,0.1,[(4|0)(4|3)(0|5)(5|3)(2|0)(3|6)(7|1)(7|3)(7|6)]
0.6228,8,ChannelYUV.U,0.1,[(5|4)(4|7)]
0.6148,8,ChannelYUV.V,0.1,[(5|4)(4|7)]
0.6221,8,ChannelYUV.U,0.1,[(4|1)(4|6)]
0.5863,8,ChannelYUV.V,0.1,[(4|1)(4|6)]
0.5958,8,ChannelYUV.U,0.1,[(2|2)]
0.5914,8,ChannelYUV.V,0.1,[(2|2)]
0.7639,8,ChannelYUV.U,0.1,[(0|5)(5|2)(2|0)(2|2)(2|4)(2|7)(6|7)(3|7)]
0.7471,8,ChannelYUV.V,0.1,[(0|5)(5|2)(2|0)(2|2)(2|4)(2|7)(6|7)(3|7)]
0.7054,8,ChannelYUV.U,0.1,[(4|2)(5|3)(7|1)(3|6)]
0.7047,8,ChannelYUV.V,0.1,[(4|2)(5|3)(7|1)(3|6)]
0.5007,8,ChannelYUV.U,0.1,[(7|5)]
0.5197,8,ChannelYUV.V,0.1,[(7|5)]
